TARBP1
KCNN3
MELK
TIMM22
ZADH2
IRAK1
CATSPER4
PGA4
DCUN1D1
SLC6A16
STK10
ACTR5
GLRB
CRYZ
DOHH
MACROD1
NLGN4X
MRPL17
HAAO
POLR2H
TAF10
ADAL
ATP2A2
HTR3C
DHFR2
P4HB
PLA2G2A
MAOA
TOMM6
MGAM2
SYT13
ATP6V1D
AXIN1
RAB29
GPR83
STEAP4
EMC4
MUTYH
ATAT1
PAK6
FURIN
AK3
AUH
PTGES
ERG
RNF168
ARF6
ADAM9
DCXR
CLCN5
RPL4
ATR
COX8A
NQO1
EIF3C
FLRT2
PRSS57
DCC
ECI2
GRIN3A
RPL39
HSD3B2
DDR1
MICAL3
MRPS35
AFF4
SDHA
HIF1A
SRM
ESYT2
ROCK2
IREB2
BRD4
MAGI1
PINK1
PADI4
KALRN
S100B
PRKCI
PTGDR
H2BU1
SRC
OR51C1P
RXRB
MAP3K9
EIF2AK1
THG1L
MACROH2A1
STK11
CCND2
PARP2
HNRNPA1
CNOT9
NDUFB9
ATP6V1C1
HK3
SYK
NLGN2
NBEA
EIF1AD
TUBAL3
KCNE1
KCNIP1
GABRQ
NUDT3
MRPS10
PTGS2
BAZ2A
MRPS14
GPR18
PCSK2
RAB2B
GLTP
CLTC
DCK
HPD
AZGP1
HCN1
CDC42BPG
ADCY5
TCN2
ATP6V0C
TLK1
CDKL3
GAB2
CHRNA4
CRYM
DVL1
AICDA
CSNK1A1
PRKAR2A
MFN2
ASS1
THBS1
ADAM10
NPEPPS
PRIM2
MCOLN2
NDUFS5
FAM20C
MAB21L1
H3C12
MRPL21
AQR
SYNE2
ODC1
SGK1
PGF
SLC10A2
CLPP
HSD17B3
CCNH
AGAP2
PPM1B
CYP2C9
PPCDC
CACNA1A
MGAT5
GPD1L
MS4A1
CPT2
EIF4A1
SLC1A7
RBBP4
PEAK1
STING1
GUCA2A
NT5M
KDM7A
GGCT
SLC6A15
CEACAM1
UBA5
EIF3I
HSD17B14
MCOLN1
EP300
PIK3CG
DKK1
COX6A1
NPR3
EIF2B2
ADRA1A
SRPK2
NR6A1
SLC22A9
ACSS1
WIF1
IFNAR2
MYL3
KBTBD6
MRPL1
NDUFA3
FPR2
PTGER4
DEFB4A
GRIN1
OR2T29
TMPRSS6
MT-CYB
GSTA1
SLC6A14
BTK
UBA6
CDC45
NPC2
DPP6
NR1H2
BRCA2
H2BC1
CWC15
GPR26
HKDC1
ADORA1
MMP26
KLC2
CHRNA7
OR4K17
FFAR4
OPA1
FABP9
RNASEK
ABCC9
MAP3K20
XYLB
HCN2
FKBP3
USP14
CLC
ATP4A
FKBP8
CPSF6
SOD2
DENND1A
RRAS
PKMYT1
RGS8
PEX5
RPS27A
HTR2C
RPL7A
AKR1C2
GRM1
RRAD
FABP6
MRGPRX1
MRGPRD
GPR171
PHYHD1
GPR3
ARF5
POLR2J
RABEP1
FCGR2B
FOLH1
BMPR1A
CLCN3
MRPL18
ACOT13
PEPD
TBC1D20
PCSK6
ABCC12
HDGF
CBR1
AKR7A3
GRM2
KCNG3
RXFP1
PLEC
F2R
PLA2G2E
LRRK2
LGR4
TAX1BP3
TAS2R30
RNASE4
CREBBP
JARID2
CTNNA1
CHRNA3
MYH7
GLA
STK24
RNASEH2A
OAZ1
COBL
RHEB
GPR63
RAB38
IGHMBP2
SMPD2
CDK9
KIF11
CYP1A2
SDE2
OBSCN
TPCN2
CAMKV
CCT2
MTNR1A
CYP2F1
CES1
UPF1
KARS1
SLC12A3
USB1
GNAI2
NMUR2
GLS2
NEK1
TPH2
TP53
CAMKMT
CYSLTR2
LCN1
PCSK7
PTH1R
RHEBL1
PGAM1
LIG4
CCNE2
OR8H3
NR2F2
INPP5B
PSENEN
DIO1
PDK2
TLL1
DIMT1
SDR39U1
SFRP1
SMC3
VWF
PHACTR1
VEGFA
WDR48
RND3
LDB3
BMP4
NDUFB5
HADH
ARHGDIA
EML4
SCN1A
KLHL40
GUCY1A1
NDUFAF2
SMG8
GRM5
MRGPRE
NF2
SERPINB2
SLC5A3
AQP1
POLG2
CFH
UPP2
LYPLA2
CD74
SLC7A9
SCARB1
HCK
AHCY
TLR8
RPL18A
RNGTT
ATP6V0E1
GCG
IPO13
TRPC3
TATDN1
XRCC4
CDK20
PEX19
PUS10
PF4
NAA15
DDB1
SETMAR
LPAR3
PDE3A
TNFSF15
LPAR5
GTF2H4
DDX47
NTF4
MRPS17
CWC25
MMP25
GABRA3
ROCK1
SIRT6
POLRMT
RAB32
UCHL3
TRIM24
TAS2R4
CPA4
BLK
GABBR2
UCK2
RASGRP3
FXN
NOD2
RBKS
DPP10
GIMAP7
MAPT
PAPSS2
LYN
LPAR2
TRPC7
MTIF2
SRPK1
BIRC7
HAO1
NAA10
PIN4
HTR2A
FAM32A
SUFU
CTSC
AKT3
GRIA2
ALDH1A2
MYCN
DAGLA
CALCOCO2
CYP1B1
CARM1
ALPP
VAT1L
LIPM
SCN5A
ARL2
FGFR1
PIK3C3
MYH7B
DSP
RAB18
SALL4
SGK3
GTF2H1
CAMKK2
PDE4D
NEU2
XPNPEP2
RGN
RAB30
BMPR1B
HABP2
MAPK13
H2BC5
GRK2
TLR1
CTAG1B
OR2H1
LTC4S
TLR9
AMY2B
TUBGCP5
NOS2
ERP44
RPS6KA2
TRPM3
NOS1
FKBP5
SLC1A5
RPA3
PPARG
FKBP11
GLCE
SDSL
UQCRC2
NDUFB11
AHCYL2
RET
PPIB
HNRNPF
ENC1
TNKS
PCSK1
RAB6A
MRPS23
POLR1D
HMGB1
ASIC5
CCL5
TIE1
PTPN3
LGALS2
PHF5A
KCNK10
SPTLC2
PHKB
SF3B1
PLG
CDKN1A
IGFBP4
PSMA5
SLC22A14
SRP19
ACOT11
CWC22
GLB1
ADRA2C
DDX53
L3MBTL1
NDUFA13
PIP5K1C
TEAD1
NEU4
PDE7A
EXOSC7
XPO1
APOH
PRPF6
RP2
LAMTOR2
KCNK15
PTPRB
TMEM258
CUL4A
ESR2
MAP1LC3B
PGD
DRD2
AZIN1
KIF5A
ALPL
NNMT
RAB4B
UBE2V2
OR7G2
RPS7
METAP1D
GTF2F2
SULT1C3
UGT2B17
CDK11B
H2AC8
ADORA3
PSME4
MRPL28
SLC9A1
LGALS1
RIOK3
GALK1
KCNIP3
SCP2
SMNDC1
ABCC11
TGM3
DHX38
CCN1
MST1R
ADRA1B
PA2G4
CTSF
NDUFV2
CCR8
RCC1
NAA80
CD9
TPX2
TSPO
GINS1
MYL7
CRYAB
ACAD10
CLCN2
HSD11B1
GPR42
COX6B1
RTN4IP1
CASP9
IRAK2
AGT
LCP1
FTO
SLC16A3
AASDHPPT
MBNL1
CACNA1D
FCGR3B
DCLK3
KIF15
F2RL1
CKB
MGAT2
IL13
SUCLG2
AURKB
KCNQ3
ADH7
BLM
GSTA2
CD79B
FUT8
PDK3
RBM22
SI
ADA2
APLP1
ITGB8
CYP2C18
MRPL2
PAPOLG
SOS1
DNPEP
MASP1
RITA1
TAAR2
KCNV1
HPRT1
RAB26
CXCL8
HINT1
RNASEH1
ISG20
PSMD2
OR10P1
TCEA1
IRAK4
BMPR2
ITSN1
SULT1A4
HLA-DPB1
CPTP
SSTR3
DSG2
RPL18
ATXN3
MAP3K8
CDH6
CENPA
CYP20A1
RPL36
SLC28A2
ACTR2
RPS11
RGS16
PTPRG
NPFFR1
CWF19L2
NMRAL1
TIAM1
PIGR
PRKCD
AVPR1A
LAIR1
SERPINA6
ESRRA
FKBP2
MAN1B1
NDUFAF3
TSSK6
BCOR
MITF
TUBA3C
RYR2
GPX3
P2RY11
GPR162
FDX2
MLXIPL
SP100
RHOA
TRNT1
POLD3
RBBP9
TIMM9
CACTIN
ALOX12
USP5
OPRM1
STK38
PDGFRB
RAP1B
STARD3
EPHB2
SRRM1
NMBR
TMOD1
GCHFR
KCNH1
INCENP
AP1S3
TUBA3E
KLKB1
POLR2G
GFM1
CEL
NPY2R
DYNC1H1
OR2T5
ANG
PLIN5
ARHGEF28
STK17B
FTL
LYZ
BPI
HMOX2
SERPINE1
YWHAE
GABRR2
SLC22A2
GLS
RAP2A
CDO1
SAT1
ADGRB3
PIK3R1
GUCY1A2
ANO10
DPY30
SNRK
MRGPRX2
CCR4
ANXA6
TXNRD1
NPC1L1
CYP3A43
SLC2A3
P2RY10
OGFOD1
GZMB
SUV39H1
GALNT7
P2RX3
UAP1
GPR68
H2BC11
GPR32
CYP4B1
FCGR2A
GPR17
CACNA1C
APPL1
STT3B
CYSLTR1
AURKAIP1
BACE1
CYP4F3
CXCR3
XPNPEP3
OR52M1
CNGA1
FKBP4
MARK4
GIPR
RPS6KA6
SLC1A3
RAB21
ATG16L1
PTGS1
PSMD8
LSM5
PDE10A
GNPDA1
ARG1
EBPL
ATG101
GADD45G
TUBG1
VHL
TAOK3
NCBP1
DENR
DNMT3L
GABRA6
GABRR1
HDAC8
TERF1
RPS3
SAP18
KCNJ1
CATSPER3
ELOC
ATAD2
PTPN13
DIRAS2
ATP7A
RPS27
RAP2B
IQGAP3
UBE2L3
SCN8A
TOP1
CASP12
TNC
RAB7A
EPHA4
IVNS1ABP
RGS4
BMP2
ALDH1B1
SEMA7A
PI4K2A
B3GNT2
GPRC6A
SUZ12
EPHB3
CHEK2
SPTAN1
GP1BB
LTB4R2
TAS2R41
UGT1A8
GTF2H5
ACACA
ABCA7
SMC1A
STK3
TCERG1
ACVR1
CCRL2
LIF
STK33
FIGNL1
MAP4K2
SOCS6
CES2
NPM1
ACTG1
LRRC26
CLCNKA
PPARA
CNOT7
NPBWR1
KDM1A
LIG3
IGF1
MAPK6
SCD
CSF2RB
TUBB4A
WNT3
ASPA
C1QBP
NEK4
CNOT1
IDUA
HINT2
ULK3
ATP1B1
ITPR1
IDH3A
ADH1A
HS3ST1
CD22
MYO9B
KLF5
GPD2
PIK3R3
FBXL5
MAPK8IP1
MRPS2
FFAR1
PIN1
TRPC4
PSMB7
PLCB2
METTL21C
CAMK2G
KCNA6
FLI1
CCNO
CWC27
SIK3
PGGT1B
SEPTIN8
UQCRQ
SPTSSA
GPR176
UQCRFS1
PDE6G
SNX11
ACP3
RALBP1
CSNK2A2
ALPK1
GNB1
BCAT2
HDHD3
OGFRL1
SYMPK
WNK4
BCL2L2
EIF2S3
PDE6B
ARL8B
TAF1A
NAPEPLD
RPL9
KLK5
FSHR
UTY
IKZF1
CYP2R1
NLGN3
OR1J2
FGFR2
TACR2
POMGNT1
CDC6
PGC
SEC23A
TNFSF13B
PTGDS
TDP2
FGF1
MAPKAPK3
WLS
RUNX2
EFNB2
SHBG
APC
KCNMB4
YAP1
VPS33A
DUOXA1
POLG
DDX19B
RPL26
SLU7
DPEP2
RRM1
KCNS3
ADH6
MRPL11
IL3RA
AMY1A
METTL13
KDM5A
ST6GAL1
CPOX
CCNK
CEBPE
BDKRB1
SLC6A2
RAB5C
MAD2L2
NRDE2
CPN1
EDN3
CHI3L1
KMT5C
GRHPR
TTPA
PLK4
CREG1
PHKG2
CD1D
DUSP23
PLA2G4D
KCNJ9
ENGASE
H1-4
ADRA1D
ZHX3
SETD2
MAPK11
MRPL30
HEXIM1
NPSR1
PTPN1
GM2A
EHMT2
FKBP6
RPL3
BUD31
SLC6A4
LAMTOR3
MSH3
COPA
DYNC2I1
MAP2K2
CCNA1
GIMAP4
MPHOSPH6
ALDOB
PDE5A
FCN3
PAOX
CAMK4
CLIC2
KIT
MGMT
OR8B12
GPHN
ORMDL3
GPR151
GPR150
TXNRD2
LONP1
AGK
MAT2B
KCNH2
ELAVL1
NEDD4
PLXNA2
THPO
ACBD5
KAT2A
ALDH5A1
TTK
ARAP3
SHLD2
SERPINA7
STAT5A
TPH1
RBM39
RORC
CCR5
TERT
ALDH1A1
MUS81
DCP2
MRPL57
MRPL54
CCR3
NHEJ1
RYR1
GUCY1B1
SLC7A8
PLOD3
EFTUD2
PDCD10
NT5C
MRPS25
EMC7
PARP16
OR13J1
GATM
P2RY14
LGALS7B
TH
UTS2R
DDX41
SF3A3
LRRC51
EIF4ENIF1
GTF2E2
PI4KA
NR1H4
KIF2A
SCN1B
IGFBP2
PUDP
TRPM4
SLC6A11
NEK3
MMP13
RASA1
IGFBP3
ADAM17
CD1A
NEK8
CYP11B1
COQ8A
HHIP
GALR1
KCNK12
PRG2
SBK2
SERPINA5
RPS26
REV3L
TNFRSF9
RAB27A
UFD1
TPSD1
TRPV4
IL12B
MC3R
COX7B
PCNA
NOTCH2
PSAT1
SQOR
DPEP3
PSEN2
CTDSP1
RBP7
GPR62
ACBD4
OR5AS1
ATP6AP2
SLC22A12
CPT1B
ABCB4
PABPC1
HSD17B2
STK4
PIM2
B3GAT1
SLC11A2
GMNN
UFM1
F2RL3
PPAT
EMC8
CBR4
KIN
MMP14
NCF1
CDA
GBP2
STAT6
CHRNA5
NAT1
FGA
CXCR6
ATL3
PRSS1
FNIP2
MTHFD2
RARB
FGF9
FCER2
GIMAP2
ELOVL3
RAB9B
TRPC6
GOLGA4
ALDH1L1
BACH1
BRPF1
ITGB2
DEFA5
MRPL16
CSNK1A1L
LIPF
CHRM5
MAPK12
SLC29A3
PNP
DHX16
MIA
SRGAP2
SAR1A
SMARCA2
PSMB5
PLEKHA8
CYP27B1
NUDT12
IGFBP5
INHBA
WWP1
CKS2
NT5E
ARHGAP20
CELA1
CCNA2
PEA15
CCR1
PRIMPOL
OR51E2
BCL2
JMJD1C
TRHR
OR2V2
MORF4L1
FFAR3
S100A4
LRRTM3
CD38
COMT
PGK1
CD33
GAPDHS
RPL28
TMEM30A
INO80B
RAB14
YEATS4
SLC6A8
SAE1
SLC7A11
CA10
MICU3
MMP16
PSMC3
SOST
UBB
CYP4F11
CYP4F22
CHRNA9
GLDC
KCNB2
SRY
OR4F5
TLE1
YTHDF2
ATL1
MAS1L
OR52B2
HHAT
WNK1
ACAT1
PGR
AKR1B1
PXN
NDUFB7
MIOX
MAP1LC3A
BLMH
CCL2
MLEC
TARS1
SLC5A7
GOT1
MCEE
KCNA5
MEP1B
NT5C3B
GTF2H2
TCF7L2
RGS10
RPL29
GPD1
YWHAG
CATSPER1
GRIN2A
KCNJ12
ROR1
NTNG2
ADH4
CAPN1
FCN1
HUWE1
PEBP1
CDC25B
XYLT1
RPL19
P4HA1
GFER
DAD1
NTRK2
LATS2
ELOVL6
HSPA6
D2HGDH
H1-0
PSMD12
KLHL13
RPS20
BLVRB
SLC5A1
PYGL
HRH2
KCNJ8
RARA
CHIT1
ABL2
KDM6A
PAK1
ALPI
GRIK2
MYO5B
HTR1F
AIFM3
LAMTOR4
AKR1C3
CRCP
HCAR3
INSRR
PAK3
TUT7
POLR3H
CRHR2
MRPL32
HGFAC
PCMT1
NAGK
KCNK17
PRKCG
TNNI2
DTX1
RAB1A
SNRPF
PDPK1
ASRGL1
TUB
AXL
HTR1E
PRKCE
MRPL36
SMN1
TP53RK
CCR9
SLC38A9
H2BC4
AGTR2
RNF135
HLA-A
S1PR3
SRD5A2
RECQL
APBA3
ABCC2
CASR
ROS1
HOMER3
MRPL22
SUN2
PSMC1
MAPK8
MAP2K6
BCHE
KCNJ5
APAF1
CAT
NTPCR
SYTL2
GTF2A2
NTRK3
SIK1
CD53
REN
RHOC
TTN
FMNL2
PSMC2
RILP
FGG
UQCRH
KCNG2
S100A13
HSD3B1
HSD17B8
HSPA1B
RAB27B
CD209
GGA1
SLC1A6
PRPF19
DUSP22
CNR1
NDUFB3
ACVR2A
CDK2
TRPV5
RAB25
ETFA
CTDSPL
GPR119
MICU2
CRABP1
GUSB
PSMD1
RPL15
SLITRK4
S1PR5
TLR5
HSPA1L
MT-ND4L
PDF
GH1
EGLN2
KEAP1
PILRA
DOT1L
ACTR3
RRAS2
ALKBH8
GIPC2
PIP5K1A
ACP1
UGCG
HS3ST3A1
CBR3
NDUFB8
CA5B
DCLK2
PHOSPHO1
ULK1
KCND2
RPE
LCAT
CKMT1A
CFB
CYTH3
MAST3
FMR1
NR1D1
APOE
C5AR2
CHRND
DAB2IP
POLE3
PLCB3
RAB6B
CA3
ARL5B
GPX4
TACR3
CNGA2
PCYT2
MME
TDP1
HSPA5
YTHDC2
HAGH
ITGB5
NOX4
CDKL1
KCND1
RIPK2
KCNN1
MPDZ
CCT4
EHBP1
WDR77
MMP24
HBZ
ARHGEF11
NDUFAF1
TDO2
ARPC5
ACTG2
TSHR
FOLR2
CMKLR1
TUFM
PRTN3
RPL41
HLA-DPA1
C6
NPFFR2
ME1
HSD17B10
TUBA3D
ADCYAP1R1
YTHDC1
MAP3K1
RAB11A
ENO3
APOA1
PRMT1
ENPP2
GPR65
NEIL1
IQGAP2
LMNA
SLC18A2
YWHAB
P2RY12
BRD3
OLR1
PTPN2
PNLIP
GPR4
UBE2N
CYP4F12
NDUFA4
OST4
FUCA2
MASP2
VCL
PDE4A
FGFR3
SIRT2
ARAF
CYP2D6
GRB10
GHRH
PDE1B
MAP3K10
DUSP5
NUDT7
RNPEPL1
CNDP1
HK1
STK36
H3-4
KLHL6
SGF29
FPR3
VDAC1
OPN3
JMJD6
RPLP0
POFUT1
EIF3B
BAG1
IFIH1
LRRC4B
HSD17B7
GGH
SSTR1
IQGAP1
LMTK3
C1QC
DIRAS3
PSIP1
KMT2D
CES3
DHTKD1
LIMK2
SCN10A
POLR3C
ADH1C
PIK3C2A
MRPS34
PSMC5
MIEF1
HDAC10
GPR50
KDM4C
XPNPEP1
FBXW7
GRM6
AMPD2
STARD13
EGLN1
HDC
SLC22A3
STAR
PRKCA
ADAMTS5
FLCN
BRSK1
CDK12
FADD
RAB4A
SEPTIN2
MAT2A
UGP2
ITGAM
GJC3
RORB
HLA-E
INS
BTN3A1
IFNGR1
NTHL1
MAST2
ABL1
ANKRD27
DNTT
TPI1
ABCD4
SV2C
ATXN1
RPL23
RUNX1
TYW5
CCKAR
WRN
CD300A
MRPL58
AXIN2
NTSR2
BAIAP2
CLK2
RUVBL2
CYP2A13
HIBCH
RYR3
WEE2
MUC5AC
AP2B1
TRIO
KCNQ1
ABCB1
PROKR2
JAG1
CASP2
KCNT1
RPS25
RHOT1
CSNK1G2
REV1
SIRT3
ABCA12
NCSTN
GYG1
RPSA
PUF60
MRPL40
WDR5
ABHD16A
HBG1
IGLV2-8
MRPL43
ACADVL
PGM1
REM1
TYRO3
L3MBTL2
SCML2
DDX58
CCR6
STK25
LGALS8
RBBP5
SEC14L4
RERG
FDX1
RABGGTB
PDE6H
HIPK4
ALK
CCS
CHRM4
HLA-DRB1
ESRRG
BRD2
TMSB4X
LTB4R
ADSL
HGF
GLRX2
ARFGEF1
