LILRA3
CNOT2
UNC50
CD58
SLC5A9
VPS4B
STIL
RPS10
GRIA3
PLEKHG3
RAMP2
FCRLA
ZBED3
UBAC2
MRPL44
C17orf80
IFNK
MIGA2
RBM46
RIT2
PANX3
CLDN8
MEGF11
PKD1L1
CPAMD8
IGFBP6
TM4SF20
PPP1CA
PRIMA1
OR8H2
PTP4A2
BCAP31
TMPRSS11B
ZNRF1
TMEM222
C9orf153
ADM5
TMEFF1
ZNF2
RHBDD2
SPG21
FETUB
SUSD2
FLT1
SUSD1
TACR1
MFAP2
SPCS2
ABCG2
TNN
SCPEP1
NAA60
HNRNPA2B1
PACSIN1
UQCR11
TPST2
HTR2B
NDST4
TIMM29
PLAC8
ABCA6
ADAMTS9
COX6C
OR2D2
GGT6
FAM234A
CMTM8
KISS1
EPS8L2
DEFB124
LHFPL1
TMEM203
OR6Y1
ENTPD6
NMB
SMIM11B
CCL23
POLDIP2
POMT2
ADGRF5
PSMD7
BPNT2
TSPAN12
C1GALT1
CCL7
NECTIN1
HIPK3
CACNG6
RHPN2
FRS3
CLCA2
MYPN
SEC16A
CNTNAP5
GRIA1
SLC35B2
SGPP2
NFASC
TPRA1
AIMP1
TRMT10B
OPN1MW2
LOXHD1
MUC3A
TMC7
RCE1
VWA3A
OR4M1
OR2T33
GP5
EDDM3A
SNORC
SIGIRR
THBS2
SFTA2
TOMM20L
MPEG1
PPP1R14C
LIPJ
HLA-DRA
IGHV3-38
TSGA13
PPP1CB
OR11H12
GREP1
SMIM22
TRABD2B
CCL4
NCDN
PHLPP2
TTC17
CNN2
NOTCH3
MYDGF
RASAL2
SLC25A3
DCT
SUCO
CCDC134
BRS3
SMPD3
NME4
NOMO3
DKKL1
TJP3
RANGRF
PCDHB5
C9
POMC
CLTA
LRRC9
STOML3
PNPT1
SORD
RAB40B
FBN3
REG3G
VTI1A
HOMER1
SNF8
SH2B2
CYB561A3
BSN
SLC39A13
CYP2S1
OPRPN
GPR22
C2CD2L
SYNM
CLCNKB
SPANXN4
CHRNG
AP2A1
CEP290
ATG9A
OR2A2
SHISA8
TMEM225B
LINC00672
TRBV17
SLC22A16
LTF
ALOX5
JKAMP
PCDHB4
TMPRSS11E
MANBAL
CA2
IL17F
EXOC2
GABRG2
GALNT12
IDE
GJB6
STX16
ATP8A1
RBSN
AMPD3
NAA35
CBWD2
SLCO2B1
ARHGAP29
MARCHF4
RPL32
SLC26A7
TLCD3B
FZD7
NBL1
TCHH
CFAP410
SPATC1L
PGAP4
OR1F1
CHRM1
GRIK1
MCC
ANGPTL7
SAA1
SLC16A13
RGS6
BMP8A
ZDHHC23
METTL7A
CYP27C1
ZDHHC17
AGRN
PAQR9
FLNA
ZGPAT
SYNGAP1
LORICRIN
DEFB136
SYS1-DBNDD2
TMEM238L
DVL2
CSDE1
PLAUR
BAK1
SPAG4
GBA2
FDFT1
TGFB2
TECR
SQLE
FKBP14
CAP2
DHDDS
PLBD1
CCDC91
RNF112
SLC34A1
NUMB
FST
ST8SIA2
SNAPIN
AQP10
CD96
TAMALIN
PROK2
LRPAP1
ADAMTS15
TRAPPC1
PSAPL1
SMIM10
ERV3-1
STRIT1
IGKV3-11
PCDHGC4
ASPRV1
TAS2R38
DOC2B
TMEM269
CACNA1G
GUCA2B
COL17A1
GNAS
NECAP1
IL5RA
NUP50
SLC10A1
DNAJC5
PAK5
TMEM248
SEC23IP
CPZ
DNAJC4
SH2B3
TRIM23
TRAK2
RPE65
UTP20
EMC6
ATF4
PRKCSH
KIF1A
NGF
IGFBPL1
TJAP1
LRRC32
SEMA6D
GALNS
HUNK
ADAMTS10
TMEM132D
SUSD3
AQP5
DNAJB4
KLK7
XPO6
LMAN2
OR1L1
ODAPH
CALCB
LY6H
GJC1
OR52L1
CFAP126
PLAC9
SLC6A17
PRB3
MYL4
SPRED2
EFCAB7
LIPN
LRIT2
IGLV1-51
SFT2D2
PRRT4
TEX50
CYP2A6
FAM72C
LYPD4
KITLG
IRAK3
NAT14
EXOC1
PDGFB
NCF4
WFDC2
OPN1LW
CPPED1
LAPTM4B
SLC5A5
MAPK10
SAYSD1
ITK
CAPZA1
PLEKHM2
DAW1
SCGB2A1
F10
OR7C1
ARHGAP22
LBP
CA6
MTTP
GRIP2
RPS3A
TMC2
CDC42EP2
ART3
ST3GAL2
RACGAP1
CCDC51
COG5
STOML2
SLC22A11
SMIM4
FNTA
PXDC1
RPS21
USP19
VEGFB
AQP11
EXOC3L1
LRRC3B
KCNJ14
NGRN
ROBO2
TLCD2
MYO18A
S100A2
RACK1
TMEM231
SACM1L
TAPBP
TNF
PCDHGA8
TUBB8
MYZAP
TXNIP
MYLIP
CYP46A1
BEST2
MAP4
DNAJC25
SCARF1
LAMP3
PTPN4
PDCD7
SEC22C
ARSA
CERK
NTSR1
PPP1R16B
ANTKMT
JPH1
CLIP3
MPL
MLANA
APOL3
ARFIP2
CD72
ITGA11
TSPAN3
SLIT2
EI24
SCN2B
TMEM219
CNTNAP4
AP3S2
EXTL1
CTSB
SCG5
TBC1D10B
REPS2
SLCO4C1
GAPT
CHID1
HIGD1A
APOBR
PDZD7
KAZN
OPALIN
B3GNT6
LIPK
MS4A13
CKLF
LINGO3
C1GALT1C1L
UGT1A1
DAPP1
ACAP1
EDEM2
XBP1
HMOX1
GZMH
PGRMC1
PTPN6
ST8SIA1
OPRD1
CTBS
RNF146
SNX19
PSD4
RFPL3
LRCH2
NCAN
MICAL1
DNASE2B
RAPGEF6
SPON2
CCDC78
PM20D1
FBN1
IFNB1
LCLAT1
TOMM20
CD7
GNG5
KCMF1
KCNJ10
HYI
KLHDC7A
TMEM86B
ENPP7
RXFP3
SFXN4
PEAR1
PRSS48
SIRPA
DISP3
SLFN12L
TRGV8
IGHV3-35
COG8
NDUFS3
DNAJC25-GNG10
CLEC19A
TMEM247
SMIM40
SPA17
SLC12A2
SNAP91
ADD2
JADE1
UBE2A
CLUL1
RNF13
PITPNM3
PCDH11Y
PALM
OXT
RHOV
CLEC4M
CPD
PEX12
MDK
SLC17A2
CALD1
PRRG3
EPO
DBNL
DNAJC13
CDAN1
SLC30A5
CER1
STX5
LAPTM5
SLC7A13
GEM
SVEP1
BORCS5
TMEM100
DCHS1
VWCE
FTH1
NPR1
ZPLD1
CPNE7
TMTC2
GREM2
CADM1
BPIFB3
RHD
HELZ
FICD
SMIM11
KCNU1
HLA-DQA2
PLA2G4B
TMEM141
STIMATE-MUSTN1
PRSS2
DNAJC11
TSPAN9
CD5L
SEMA4G
SERPINA4
PYGB
CLN5
DNAJA3
NOMO1
TJP1
UBXN8
TULP2
STX10
PTPRZ1
RAB5B
GCNT2
UNC93A
PADI2
CTSD
PCDHB14
RAMP3
VPS26A
GNRH2
COPB1
KRAS
CAB39
RTP4
KCTD3
GAD2
RAB15
MCTP2
RAB5A
STK11IP
CFC1B
SEMA3D
VOPP1
SMCP
SUCLG1
SMPD1
PRKCB
CATSPER2
TMEM92
LAIR2
SEMA3E
INSR
LEP
FGFBP3
SERTM1
C1S
GPR132
SLC18A3
ABCB8
PSG5
IGLV5-45
APOC2
LILRA6
NDUFC2-KCTD14
TRAF3IP3
FECH
AP4E1
UNC13D
PICK1
PLS3
RUBCNL
RHOU
PREX1
CALU
CCDC136
CLN6
COG3
SPRY2
CGREF1
S100A7
GALNT13
NMT2
SVOPL
CYP2C19
SMAGP
ALG14
PRSS27
BASP1
TRIML2
DDX60L
P2RY13
C6orf120
HTR3D
OR11G2
NHLRC2
SLC22A4
ERO1A
CCDC167
SPINK9
IGLV3-22
IGLV3-21
SMCO1
TNFRSF25
C4B
OR14A2
XKR5
SLC9A7
PLA2G10
MGAT4A
NSFL1C
FGD1
AEBP1
FOLR1
CLIC5
HBEGF
IFI27L2
LAMP5
CASK
ALDOA
ATP6V0D1
DNAJB14
GPR85
UBTD1
MLKL
RAB3B
NLGN1
MBLAC2
DPP7
CTXN1
OR10A7
CSF1R
GALR2
SLC4A5
TEDDM1
TRAV25
OR2A42
IFI30
CYP21A2
OPN1MW
SLC13A2
IL32
CNTN1
ATP9A
TMCC3
SYT1
IFI35
FSTL3
BRINP1
PPP1R15A
LMF2
EMC9
C5
SPOCK2
PF4V1
AADAC
TBC1D15
CDH26
FXYD6
SLC39A8
FCRL5
CISD2
SRD5A1
VWDE
ARFGAP2
OCSTAMP
FXYD4
OTOA
TMEM164
GALNT14
CAMLG
COL1A2
NPIPB3
BTD
CDCA4
FPR1
RGS19
OR10H3
TPSAB1
OR5A1
MUCL1
TLR10
LPL
TOMM5
TMEM39A
BACE2
OR4M2B
TMEM119
APOO
GPRIN3
TAS2R60
NKAIN3
TBC1D9B
HSD17B11
PRC1
PRRT1
DXO
C10orf105
FNDC10
IGKV3OR2-268
NPIPB5
PDCD6
FXYD6-FXYD2
MTRNR2L6
GPIHBP1
TRBJ1-4
TRBJ1-1
CACNG3
TAC1
ATP6AP1
PALS1
MARK2
GSK3B
WDR83OS
EFNB3
SOD3
GORASP1
WNT6
TAS2R7
CISD1
BFSP1
BECN1
ASPHD2
NUP210
ATIC
MFAP1
RETREG2
EGFR
SNX12
MAL2
PARD3
MIA3
ZYX
LEMD2
ZC3H12A
LRRC45
MUC20
ALOXE3
OR52K2
NXPH3
B3GLCT
OR2C3
MT-ND6
CD247
CSHL1
APOM
ZDHHC11B
C2orf92
GK3P
IGHV1OR21-1
OR8K3
SMIM41
NOTCH2NLB
BRCA1
OFD1
FRMPD1
ATP12A
DOP1A
SLC16A8
TIMP3
COMP
SLC9A3R1
PMP22
ARSB
COQ8B
MBOAT7
LRRN4
ACKR4
CRB3
C1QL1
HRH4
SLC9A5
GALNT5
CALHM2
CYP1A1
SPACA3
FBXO38
GOLGA7
ITIH2
OR7G1
SLC6A20
SUGT1
BTNL3
EFNA1
APLN
AZU1
RHOG
ZBTB33
ST8SIA3
NXPH4
ACP7
GGTA1
IGLV3-12
TRBV24-1
RNF148
QPCTL
CTNS
PREX2
SEC61A1
LAPTM4A
BPIFB2
SYNGR1
NFKBIA
PCOLCE
CNTNAP3
PPY
CBL
GUCA1B
COQ6
NDUFA1
GRPR
SLC35D2
PRAM1
COL4A2
CEP162
PRADC1
SLC38A4
SLC15A4
CTSK
CNTN4
ADGRG7
USP6NL
SYT8
TIMM8B
CENPJ
TOMM70
FGD5
PIEZO2
CLDN12
IL6R
GAPVD1
LALBA
MFSD3
SPRR1B
TSNARE1
OR10W1
CBWD1
C1QA
MBOAT4
ARL14
GPR135
MRGPRG
OPCML
SPRY4
GZMM
GRM3
HACD2
TMEM114
OR5V1
RHEX
SLC38A5
SNX1
WNT8A
GPC1
MCAM
RIMS1
OAS1
KCNH4
SAMHD1
RASL12
CD276
BPIFB1
KCNC1
ATP1B2
UBAC1
COX4I1
H3-3B
SPIRE1
CD63
DIAPH3
CREB3L4
ARL6IP5
GABRB2
SLC12A9
CCDC107
SCGB3A1
SLC9B2
ATP23
RAB31
SCAI
KCNE3
OR4D11
PLAAT3
RIC8A
OR10Q1
OR5M8
ST6GALNAC3
TRDN
LAMA2
AJAP1
C1orf68
TRBV5-7
SMIM7
GDF10
TRBV14
TOMM34
SLC46A1
LIPE
NRCAM
WASHC2A
HSD3B7
SRPX
GPI
PLEKHA1
CORO1C
PRPH2
KMO
CD80
PODXL
WDR44
KLRC1
COQ10A
SCYL2
CCDC115
CTSV
PI15
VASH2
SAV1
CACNA2D1
TMEM268
CABP1
AGPAT3
SCIMP
S100A12
DCAF16
CXCR1
OSR2
CEP295
MGAT5B
ROBO1
DNAJC18
PAIP1
SELP
POGLUT3
ERN1
C3orf38
EXT1
LHFPL6
KRT10
ERAS
UTS2B
SLC25A29
ATP10A
ASIC3
TMEM242
DDOST
OR2T11
SYT7
PPP1R12A
FOXRED2
MMP15
RLN2
CSF3
C2CD5
ITGB6
WARS2
ECRG4
SLC35E1
NDFIP1
RAI2
BCL2L10
FAM222A
RGR
CTF1
NUBPL
ADK
SHISA5
SCRG1
POTED
HTR3A
CST1
GCSAM
LRRC25
TMEM70
CD19
WFDC9
C1orf116
SLC25A18
CRELD2
SIAH1
ENTPD4
PARVA
SUCNR1
OR6K3
IGLV11-55
TRAV4
MTCP1
LRRC69
PLSCR5
TRBV30
CORT
FRRS1L
ZMPSTE24
PDHX
TMEM255A
SDF2L1
KNSTRN
ANGPTL8
ATP8A2
UBQLN1
CTSL
GPR84
PROK1
PDIA6
TPBG
IGFBP1
SURF2
MEGF6
GBP4
CHMP4C
GABRB3
SCN11A
LRG1
SPACA5B
SPTLC3
OR5AR1
PARP14
MMRN2
GPR149
B3GNT4
GAS1
OXTR
OR5P3
SRPRA
A3GALT2
IRS2
GLDN
PALM3
GJB4
EPHB4
SPN
SLC9A8
VWA7
FAM205A
IGLV2-18
IGHV2-5
CCDC188
SMIM18
OOSP4B
TAS2R20
PRSS3
EHD2
ATP2B3
ICAM3
NXPE1
BLNK
PCNX1
SEL1L2
DCTN6
RABAC1
VIPR2
RNF43
GAB1
WNT5B
NNT
FGFRL1
PNCK
AFG1L
TMBIM1
LUM
CSNK1D
DEGS1
DRD3
BAG3
TMEM123
PROM2
GPAT4
ITLN2
SLAMF6
NDUFB6
ILK
TMX3
STIM1
AR
CSGALNACT2
GPRC5C
PLEKHG5
AMY1B
TBC1D10C
PXMP2
CTNNBIP1
ABCA13
CNTN2
DLK1
SLC2A10
ABCA4
PCDHA8
CRIP1
STMP1
UGT1A7
RASL10B
OR51G1
CEACAM7
NISCH
SLC6A13
GUCA1A
SEC61A2
ATP2A3
SLC25A40
DLGAP4
OVGP1
SLC17A6
SNAP23
GUCY2F
STRN
OSCP1
GPR31
OTOR
LDLR
DSG3
ATP6V1G1
P3H4
TRPM2
SLC39A1
KCNN3
UBASH3B
B4GALT5
MFSD12
MELK
UBE2C
RNF152
TIMM22
IRAK1
OR5D18
INSC
CATSPER4
TMC3
TMEM244
COL15A1
IGLV3-32
CLDN25
PGA4
TRBV10-2
IGHD1-1
SHISA9
TMDD1
LETMD1
CHRDL2
SLC6A16
PACC1
AP3M2
CDH19
STK10
NOA1
MLF2
OSGEP
IL12RB1
RNF215
CGB3
LIN7B
GLRB
SYT10
RASAL1
ANGPTL1
FAM20B
DNAJC15
TGFBI
RTN2
RFTN1
HS6ST1
DMAC1
STXBP5L
PPP1R18
NLGN4X
SPARCL1
ANKH
EEF1A1
COL26A1
RETNLB
MNDA
SLC23A1
SLC2A14
ATP2A2
HTR3C
EFNA5
NELL2
OLFML2A
P4HB
RILPL1
PLA2G2A
MAOA
TOR4A
PIGBOS1
IGKV1-37
SAA2-SAA4
MGAM2
CTXND1
OR2L8
SYT13
ARID1B
CYBA
SREBF1
ATP6V1D
TAFAZZIN
ITIH6
AXIN1
CIAO3
LHB
COPE
MOSPD3
STX2
RIC8B
IL1A
BMP8B
RAB29
GNA13
GPR83
GOT2
STEAP4
CASD1
SPINK2
EMC4
HERC2
PDLIM4
PODNL1
ANKEF1
FURIN
ILDR1
PTGES
ANGPT1
FMN2
LRP8
MGAT4B
ARF6
ADAM9
SLC16A4
DCXR
CLCN5
RPL4
OR4S2
COX8A
FLRT2
PRSS57
DCC
VSTM1
GRIN3A
RPL39
HSD3B2
DDR1
CTXN3
IGHM
IGKV1-17
MICAL3
KIR3DS1
MTMR7
SLC7A2
COPZ2
SLC45A4
VMP1
SDHA
ANO8
HIF1A
DOCK8
CSPG5
IL1R1
ESYT2
INSL6
SDCBP2
ATG14
ROCK2
CGA
MFSD13A
GPAT3
MAGI1
ATP5MC3
SNX22
PINK1
VAV2
S100B
JAML
MSLNL
C1QTNF7
PRKCI
RNF183
SEMA6B
PTGDR
ABHD15
OR5B3
ZDHHC24
NRXN1
OR8H1
RGMA
BRICD5
PMEL
SRC
OR51C1P
HYLS1
XKR4
IGLC2
PCDHGA4
KIR2DS3
MRC2
VEZT
HMMR
SLC24A1
MSLN
DKK4
AMH
CYTH1
STAM2
BSPRY
GPAM
COG2
TACC2
ARL3
XCL2
LGSN
NDUFB9
SLC25A25
PRSS53
ATP6V1C1
HK3
CD200R1
INTU
SYK
PARM1
NLGN2
REG1B
NBEA
SLC25A20
FJX1
KCNE1
KCNIP1
SLC51B
HLA-C
IGHV3-15
OR4A5
SLC26A6
IGHV3-72
KLHL41
TNFRSF6B
TRIL
SMLR1
GABRQ
CTAGE15
CCL4L2
PTGS2
DGKD
RPH3A
TBC1D2
SH3GLB1
LEPROTL1
UNC5B
FZD10
IMPG1
AKAP7
WNT1
GPR18
PCSK2
DEFB129
RAB2B
PRRG1
CLTC
TM4SF19
MEGF10
ASTN2
TMEM138
LHFPL4
AZGP1
PDPN
IGSF8
SPINK1
HCN1
AMER2
ADCY5
SLC25A41
CLEC4G
TCN2
ATP6V0C
SMIM21
TRGV5
THSD7A
GAB2
SEL1L
ADAM11
EDN1
EFNB1
CDHR5
CHRNA4
DVL1
APOC3
HCFC2
PRKAR2A
DNAJC6
MFN2
CHD1L
CNMD
TMEM8B
THBS1
ADAM10
STRA6
KCNE4
TGOLN2
ADGRF1
MCOLN2
AGRP
OR3A3
TFF2
SGCB
SLC35G3
DDIAS
TSC1
OR51I1
NDUFS5
OR9I1
MS4A10
DSG4
FAM20C
OR56A4
OPTC
H3C12
BPIFA1
OR2A12
ATP5PO
SYNE2
SFSWAP
PPP1R12B
TRIP6
ADD1
COL20A1
INTS2
ERGIC1
ODC1
SGK1
PGF
SLC10A2
MATN3
CYP2C9
RNF185
NPFF
GREB1L
CACNA1A
PLA1A
FAXC
TRIM4
MGAT5
GPD1L
MS4A1
CPT2
ST6GALNAC6
SLC1A7
NOSTRIN
TMEM65
PLD4
GPRIN1
MYD88
LRRN4CL
GPR137C
ZFP41
STING1
FUT11
GUCA2A
C21orf62
TRBV7-1
MUC22
PECAM1
SLC6A15
CEACAM1
ATP8B1
MCOLN1
TANGO6
PIK3CG
PON3
DKK1
DHRS7B
COX6A1
NPR3
SGIP1
EIF2B2
TNFSF11
ADRA1A
SDC4
HCST
RTBDN
SERPINF1
IL36RN
TMC6
SLC2A12
DYNLT1
PNLDC1
SLC22A9
DAB2
WIF1
IFNAR2
SLC51A
NUDT16L1
ENHO
TMEM182
DLGAP1
NDUFA3
FPR2
PTGER4
DEFB4A
TNFRSF10C
GRIN1
SHISAL2A
OR2T29
TMPRSS6
DNAJB13
NEMP2
SLC30A10
MT-CYB
PLPP4
IGHV3-21
OR4D10
SLC6A14
TBC1D3I
ARHGAP23
GIMAP1-GIMAP5
BTK
NSUN2
MYO16
FAM120A
MAGI3
PTHLH
IKZF5
MADCAM1
COCH
RASD1
SC5D
CAND1
PCDHB15
DBN1
CNTN3
ITGB1BP1
NPC2
CCDC70
DPP6
TMCC2
ABCG5
LIMD1
SLC5A12
LYPD6B
TMEM87B
GPR26
HKDC1
ADORA1
CLRN1
OTOP1
UCMA
MMP26
WFDC12
OR9K2
KLC2
CHRNA7
OR11H6
OR4K17
NCKAP5
AMER3
HARBI1
OR52E4
TMEM121B
OAF
TMEM106A
GAS2L1
HS6ST3
FFAR4
HYAL3
PLA2G4E
OPA1
IGLV7-43
RNASEK
TMEM199
UGT2A2
CRLF1
SLC39A9
RCN1
ABCC9
PLOD1
CMTM6
HCN2
USP14
ATP4A
FKBP8
MOB4
DENND1A
AP5S1
RRAS
ADGRE2
PKMYT1
SYT11
RGS8
SIT1
PEX5
RPS27A
HTR2C
RPL7A
DMP1
GRM1
RRAD
FABP6
MRGPRX1
OR2AT4
MRGPRD
GPR171
OR51L1
TMPRSS9
GPR3
VSIG10L
RNASE9
ANKRD35
ANKRD13B
SOWAHA
FAM209B
CTXN2
CEACAM20
ARF5
ITIH1
FCGR2B
FOLH1
TMED2
CERS4
MTPN
BMPR1A
CLCN3
SNX25
KNG1
AMOTL2
CFHR3
TJP2
INSL4
SSR1
TBC1D20
AMOT
LRFN3
ISLR
SHC2
SYT4
SLC31A1
FGF5
PCSK6
ABCC12
KIAA0319L
HDGF
OSMR
SPATA9
SH3KBP1
FATE1
PTPRJ
GPHA2
TIRAP
FGF19
CLDN1
GRM2
RAB8B
CNPY4
CD14
KCNG3
RXFP1
RUFY1
PLEC
KLHL11
CD300LB
F2R
SMIM15
PLA2G2E
CALHM6
LRRK2
IFNA1
C12orf73
LGR4
TAX1BP3
TAS2R40
STRC
TAS2R30
RNASE4
KIR2DL5B
OR5L1
CYB561
CTNNA1
IL17RB
MTFR1
CHRNA3
FMO2
GLA
STX4
COBL
RHEB
GPR63
SLC25A2
DNAI1
ACOT9
COL10A1
RAB38
CD93
APOL2
MKLN1
FCHO1
MATN2
TMTC1
GJA10
SMPD2
MMRN1
CYP1A2
SLC39A3
EFNA3
SDE2
SLC26A1
SPINK7
POMZP3
ABCB9
OBSCN
FCER1G
ADPGK
HS3ST6
TPCN2
CADPS
MTHFD2L
TM4SF18
CAMKV
CCT2
STXBP4
CPLX4
C16orf92
OR5I1
LMBRD1
MTNR1A
OR10G3
PTPRM
SPACA4
OR52K1
CYP2F1
SLC34A3
CES1
TAS2R19
DNASE1
OR10G9
SPRR2A
RNF225
VTA1
VAMP3
KARS1
SLC12A3
NFE2L1
PIK3IP1
LILRA1
LMBR1
ERLIN1
GNAI2
PEX5L
BBOF1
RNF170
INPP5K
NMUR2
RNFT2
ZDHHC4
SDK1
CYSLTR2
ASAP1
ACAN
LCN1
PCSK7
PTH1R
LY6K
C1orf115
RHEBL1
PGAM1
TMEM81
MCTP1
PLEKHM3
TMEM132C
OR8H3
OR4C15
ZNRF3
TNFRSF18
TMEM202
RAB42
RHCE
FAT4
OR5AC2
INPP5B
TRIM13
PSENEN
DIO1
OR2F1
GAGE12J
OR5H14
RNASE12
EHD3
TLL1
SFRP1
TRMT1
NKG7
AVL9
SYNGR2
VWF
VEGFA
RND3
GPSM2
SLC66A2
PI3
SNX21
BMP4
PCNX4
DLL4
NDUFB5
TMTC3
SCN1A
TMEM44
TMEM47
MIA2
DKK2
SPPL3
CDC42EP3
SLC35A1
LETM2
GRM5
CLEC7A
VWA1
IGSF5
KLRC4
MRGPRE
MOSMO
NF2
COL27A1
SERPINB2
SLC5A3
LEPROT
AQP1
CFH
TENM1
