gene	novel	source
FOCAD	FALSE	Established
LINGO2	FALSE	Established
RP11-154D17.1	FALSE	Established
C9orf3	FALSE	Established
ABO	FALSE	Established
GPSM1	FALSE	Established
RN7SL232P	FALSE	Established
TET1	FALSE	Established
CAMK2G	FALSE	Established
ZMIZ1	FALSE	Established
PTEN	FALSE	Established
ERLIN1	FALSE	Established
TCF7L2	FALSE	Established
SEC23IP	FALSE	Established
PLEKHA1	FALSE	Established
TH	FALSE	Established
KCNQ1	FALSE	Established
COPB1	FALSE	Established
ABCC8	FALSE	Established
QSER1	FALSE	Established
APIP	FALSE	Established
SLC1A2	FALSE	Established
HSD17B12	FALSE	Established
NUP160	FALSE	Established
OR4C9P	FALSE	Established
LTBP3	FALSE	Established
TPCN2	FALSE	Established
CCND1	FALSE	Established
ARAP1	FALSE	Established
MTNR1B	FALSE	Established
CCND2	FALSE	Established
CDKN1B	FALSE	Established
RP11-283G6.4	FALSE	Established
RN7SKP15	FALSE	Established
FAM60A	FALSE	Established
RPSAP52	FALSE	Established
TSPAN8	FALSE	Established
USP44	FALSE	Established
RMST	FALSE	Established
WSCD2	FALSE	Established
KSR2	FALSE	Established
HNF1A	FALSE	Established
C12orf65	FALSE	Established
CCDC92	FALSE	Established
FBRSL1	FALSE	Established
RNF6	FALSE	Established
RP11-175B12.2	FALSE	Established
AKAP6	FALSE	Established
NRXN3	FALSE	Established
SMEK1	FALSE	Established
MARK3	FALSE	Established
RASGRP1	FALSE	Established
C15orf52	FALSE	Established
LTK	FALSE	Established
TCF12	FALSE	Established
USP3	FALSE	Established
MAP2K5	FALSE	Established
PTPN9	FALSE	Established
HMG20A	FALSE	Established
AP3S2	FALSE	Established
PRC1	FALSE	Established
ITFG3	FALSE	Established
SLX4	FALSE	Established
ATP2A1	FALSE	Established
TMEM219	FALSE	Established
FTO	FALSE	Established
NFAT5	FALSE	Established
CTRB2	FALSE	Established
CMIP	FALSE	Established
RPL13	FALSE	Established
ZZEF1	FALSE	Established
SAT2	FALSE	Established
GLP2R	FALSE	Established
RAI1	FALSE	Established
NF1	FALSE	Established
HNF1B	FALSE	Established
RP11-400F19.6	FALSE	Established
CBX1	FALSE	Established
ACE	FALSE	Established
ERN1	FALSE	Established
BPTF	FALSE	Established
LAMA1	FALSE	Established
TCF4	FALSE	Established
WDR7	FALSE	Established
RNU4-17P	FALSE	Established
BCL2	FALSE	Established
KDM4B	FALSE	Established
INSR	FALSE	Established
AC010336.1	FALSE	Established
ZNF799	FALSE	Established
GCDH	FALSE	Established
TM6SF2	FALSE	Established
PEPD	FALSE	Established
APOE	FALSE	Established
RN7SL836P	FALSE	Established
ZC3H4	FALSE	Established
EIF2S2	FALSE	Established
HNF4A	FALSE	Established
EYA2	FALSE	Established
NFATC2	FALSE	Established
RP4-723E3.1	FALSE	Established
TSHZ2	FALSE	Established
GNAS-AS1	FALSE	Established
ZBTB46	FALSE	Established
CTA-85E5.10	FALSE	Established
DEPDC5	FALSE	Established
RP1-85F18.5	FALSE	Established
PNPLA3	FALSE	Established
PIM3	FALSE	Established
PLCB3	FALSE	Established
KCNJ11	FALSE	Established
MLX	FALSE	Established
LPL	FALSE	Established
C17orf58	FALSE	Established
PHF13	TRUE	Vujkovic 2020
MTOR	TRUE	Vujkovic 2020
LINC01141	TRUE	Vujkovic 2020
TRIM63	TRUE	Vujkovic 2020
C1orf172	TRUE	Vujkovic 2020
YTHDF2	TRUE	Vujkovic 2020
PGM1	TRUE	Vujkovic 2020
LEPR	TRUE	Vujkovic 2020
SGIP1	TRUE	Vujkovic 2020
NEGR1	TRUE	Vujkovic 2020
FAM212B-AS1	TRUE	Vujkovic 2020
FAM46C	TRUE	Vujkovic 2020
SV2A	TRUE	Vujkovic 2020
PKLR	TRUE	Vujkovic 2020
DNM3	TRUE	Vujkovic 2020
IPO9	TRUE	Vujkovic 2020
KIF3C	TRUE	Vujkovic 2020
AFF3	TRUE	Vujkovic 2020
TMEM87B	TRUE	Vujkovic 2020
GALNT3	TRUE	Vujkovic 2020
SP9	TRUE	Vujkovic 2020
TTN	TRUE	Vujkovic 2020
RP11-686O6.2	TRUE	Vujkovic 2020
PLEKHM3	TRUE	Vujkovic 2020
ERBB4	TRUE	Vujkovic 2020
AC079610.1	TRUE	Vujkovic 2020
SETD5	TRUE	Vujkovic 2020
ANKRD28	TRUE	Vujkovic 2020
CPNE4	TRUE	Vujkovic 2020
STAG1	TRUE	Vujkovic 2020
ZBTB38	TRUE	Vujkovic 2020
TM4SF4	TRUE	Vujkovic 2020
TRIM59	TRUE	Vujkovic 2020
EHHADH-AS1	TRUE	Vujkovic 2020
SLIT2	TRUE	Vujkovic 2020
CWH43	TRUE	Vujkovic 2020
ART3	TRUE	Vujkovic 2020
SHROOM3	TRUE	Vujkovic 2020
UNC5C	TRUE	Vujkovic 2020
LARP1B	TRUE	Vujkovic 2020
MAML3	TRUE	Vujkovic 2020
HHIP	TRUE	Vujkovic 2020
SORBS2	TRUE	Vujkovic 2020
TMEM161B-AS1	TRUE	Vujkovic 2020
WNT8A	TRUE	Vujkovic 2020
JARID2	TRUE	Vujkovic 2020
RP1-167F1.2	TRUE	Vujkovic 2020
GGNBP1	TRUE	Vujkovic 2020
REV3L	TRUE	Vujkovic 2020
RP11-624M8.1	TRUE	Vujkovic 2020
RGS17	TRUE	Vujkovic 2020
FOXK1	TRUE	Vujkovic 2020
TMEM106B	TRUE	Vujkovic 2020
HDAC9	TRUE	Vujkovic 2020
SUGCT	TRUE	Vujkovic 2020
DDC	TRUE	Vujkovic 2020
GTF2I	TRUE	Vujkovic 2020
AC004969.1	TRUE	Vujkovic 2020
RP11-252C15.1	TRUE	Vujkovic 2020
SGCZ	TRUE	Vujkovic 2020
BIN3	TRUE	Vujkovic 2020
EBF2	TRUE	Vujkovic 2020
RP11-17A4.1	TRUE	Vujkovic 2020
RP11-127H5.1	TRUE	Vujkovic 2020
TRPS1	TRUE	Vujkovic 2020
EPB41L4B	TRUE	Vujkovic 2020
COL27A1	TRUE	Vujkovic 2020
ZBTB26	TRUE	Vujkovic 2020
LINC00094	TRUE	Vujkovic 2020
BEND7	TRUE	Vujkovic 2020
PCBD1	TRUE	Vujkovic 2020
GRID1	TRUE	Vujkovic 2020
RP11-452K12.4	TRUE	Vujkovic 2020
RNU6-1231P	TRUE	Vujkovic 2020
BBIP1	TRUE	Vujkovic 2020
TRIM66	TRUE	Vujkovic 2020
SBF2	TRUE	Vujkovic 2020
OR5D18	TRUE	Vujkovic 2020
FEN1	TRUE	Vujkovic 2020
AP003774.1	TRUE	Vujkovic 2020
C11orf30	TRUE	Vujkovic 2020
CHD4	TRUE	Vujkovic 2020
RP11-59N23.3	TRUE	Vujkovic 2020
PDZRN4	TRUE	Vujkovic 2020
RP11-25I15.2	TRUE	Vujkovic 2020
FAIM2	TRUE	Vujkovic 2020
HOXC6	TRUE	Vujkovic 2020
EP400	TRUE	Vujkovic 2020
ZNF10	TRUE	Vujkovic 2020
RP11-85K15.2	TRUE	Vujkovic 2020
MDGA2	TRUE	Vujkovic 2020
RP11-349A22.5	TRUE	Vujkovic 2020
C14orf166B	TRUE	Vujkovic 2020
MEG3	TRUE	Vujkovic 2020
TRAF3	TRUE	Vujkovic 2020
MYO5C	TRUE	Vujkovic 2020
PML	TRUE	Vujkovic 2020
FSD2	TRUE	Vujkovic 2020
IGF1R	TRUE	Vujkovic 2020
LMF1	TRUE	Vujkovic 2020
NTAN1	TRUE	Vujkovic 2020
GINS2	TRUE	Vujkovic 2020
VPS53	TRUE	Vujkovic 2020
ENO3	TRUE	Vujkovic 2020
CRYBA1	TRUE	Vujkovic 2020
MYO19	TRUE	Vujkovic 2020
SLC39A11	TRUE	Vujkovic 2020
CYTH1	TRUE	Vujkovic 2020
C18orf8	TRUE	Vujkovic 2020
LINC00907	TRUE	Vujkovic 2020
ZNF236	TRUE	Vujkovic 2020
CRTC1	TRUE	Vujkovic 2020
AC007796.1	TRUE	Vujkovic 2020
IFT52	TRUE	Vujkovic 2020
SLCO4A1	TRUE	Vujkovic 2020
ZNRF3	TRUE	Vujkovic 2020
MAFF	TRUE	Vujkovic 2020
PLEKHM2	TRUE	Vujkovic 2020
EVA1B	TRUE	Vujkovic 2020
RP11-147C23.1	TRUE	Vujkovic 2020
LAMC1	TRUE	Vujkovic 2020
MDM4	TRUE	Vujkovic 2020
HEATR5B	TRUE	Vujkovic 2020
EML6	TRUE	Vujkovic 2020
ETAA1	TRUE	Vujkovic 2020
KDM3A	TRUE	Vujkovic 2020
TEX41	TRUE	Vujkovic 2020
KCNH7	TRUE	Vujkovic 2020
HAT1	TRUE	Vujkovic 2020
AC016903.2	TRUE	Vujkovic 2020
PNKD	TRUE	Vujkovic 2020
LINC00693	TRUE	Vujkovic 2020
RP11-159G9.5	TRUE	Vujkovic 2020
SIDT1	TRUE	Vujkovic 2020
NLGN1	TRUE	Vujkovic 2020
SLC39A8	TRUE	Vujkovic 2020
PRDM5	TRUE	Vujkovic 2020
RP11-422J15.1	TRUE	Vujkovic 2020
GUCY1B3	TRUE	Vujkovic 2020
SLC38A9	TRUE	Vujkovic 2020
RAB3C	TRUE	Vujkovic 2020
CTD-2337A12.1	TRUE	Vujkovic 2020
CTB-12O2.1	TRUE	Vujkovic 2020
RANBP17	TRUE	Vujkovic 2020
MGAT1	TRUE	Vujkovic 2020
HIST1H4E	TRUE	Vujkovic 2020
MICF	TRUE	Vujkovic 2020
ZNF76	TRUE	Vujkovic 2020
RP1-90K10.4	TRUE	Vujkovic 2020
USP49	TRUE	Vujkovic 2020
SUPT3H	TRUE	Vujkovic 2020
RP3-523E19.2	TRUE	Vujkovic 2020
NHSL1	TRUE	Vujkovic 2020
AOAH	TRUE	Vujkovic 2020
CCM2	TRUE	Vujkovic 2020
CICP11	TRUE	Vujkovic 2020
RP5-899E9.1	TRUE	Vujkovic 2020
MAGI2	TRUE	Vujkovic 2020
CALCR	TRUE	Vujkovic 2020
LHFPL3	TRUE	Vujkovic 2020
AC009518.3	TRUE	Vujkovic 2020
TRPV5	TRUE	Vujkovic 2020
CNTNAP2	TRUE	Vujkovic 2020
CUL1	TRUE	Vujkovic 2020
RP11-380I10.3	TRUE	Vujkovic 2020
RP11-150O12.1	TRUE	Vujkovic 2020
RP11-1102P16.1	TRUE	Vujkovic 2020
STAU2	TRUE	Vujkovic 2020
RP11-44N17.2	TRUE	Vujkovic 2020
AZIN1	TRUE	Vujkovic 2020
RFX3	TRUE	Vujkovic 2020
NFIB	TRUE	Vujkovic 2020
GBA2	TRUE	Vujkovic 2020
ASTN2	TRUE	Vujkovic 2020
FIBCD1	TRUE	Vujkovic 2020
MED27	TRUE	Vujkovic 2020
ARID5B	TRUE	Vujkovic 2020
JMJD1C	TRUE	Vujkovic 2020
HPSE2	TRUE	Vujkovic 2020
RNU2-43P	TRUE	Vujkovic 2020
RP11-282I1.1	TRUE	Vujkovic 2020
ARNTL	TRUE	Vujkovic 2020
NELL1	TRUE	Vujkovic 2020
BDNF	TRUE	Vujkovic 2020
RP5-1024C24.1	TRUE	Vujkovic 2020
OR5B17	TRUE	Vujkovic 2020
MAML2	TRUE	Vujkovic 2020
FXYD2	TRUE	Vujkovic 2020
HMBS	TRUE	Vujkovic 2020
PDE3A	TRUE	Vujkovic 2020
PRIM1	TRUE	Vujkovic 2020
LIN7A	TRUE	Vujkovic 2020
NOS1	TRUE	Vujkovic 2020
HS6ST3	TRUE	Vujkovic 2020
PRKD1	TRUE	Vujkovic 2020
MNAT1	TRUE	Vujkovic 2020
UNC79	TRUE	Vujkovic 2020
RP11-624L4.1	TRUE	Vujkovic 2020
STRC	TRUE	Vujkovic 2020
FAM227B	TRUE	Vujkovic 2020
ALDH1A2	TRUE	Vujkovic 2020
ADAMTSL3	TRUE	Vujkovic 2020
RP11-266O8.1	TRUE	Vujkovic 2020
AMFR	TRUE	Vujkovic 2020
IL34	TRUE	Vujkovic 2020
RP11-346C20.3	TRUE	Vujkovic 2020
ZFPM1	TRUE	Vujkovic 2020
KCNJ12	TRUE	Vujkovic 2020
LINC00910	TRUE	Vujkovic 2020
UBE2O	TRUE	Vujkovic 2020
RPTOR	TRUE	Vujkovic 2020
RP11-172F10.1	TRUE	Vujkovic 2020
NOL4	TRUE	Vujkovic 2020
CDH7	TRUE	Vujkovic 2020
TCF3	TRUE	Vujkovic 2020
FCGRT	TRUE	Vujkovic 2020
STK35	TRUE	Vujkovic 2020
ARVCF	TRUE	Vujkovic 2020
TOM1	TRUE	Vujkovic 2020
ANHX	TRUE	Vujkovic 2020
MTMR11	TRUE	Vujkovic 2020
PCNT	TRUE	Vujkovic 2020
WHAMM	TRUE	Vujkovic 2020
NMI	TRUE	Vujkovic 2020
RPS6KA1	TRUE	Vujkovic 2020
ZNF641	TRUE	Vujkovic 2020
STARD3	TRUE	Vujkovic 2020
WBP1L	TRUE	Vujkovic 2020
GLP1R	TRUE	Vujkovic 2020
PKHD1	TRUE	Vujkovic 2020
MTMR3	TRUE	Vujkovic 2020
PPIP5K2	TRUE	Vujkovic 2020
DNAH10OS	TRUE	Vujkovic 2020
NEUROG3	TRUE	Vujkovic 2020
TET2	TRUE	Vujkovic 2020
SHISA4	TRUE	Vujkovic 2020
GRP	TRUE	Vujkovic 2020
MST1R	TRUE	Vujkovic 2020
MANSC4	TRUE	Vujkovic 2020
LRRC8E	TRUE	Vujkovic 2020
HLA-C	TRUE	Vujkovic 2020
SAG	TRUE	Vujkovic 2020
CTD-2210P24.4	TRUE	Vujkovic 2020
ABCB9	TRUE	Vujkovic 2020
AC007381.3	TRUE	Vujkovic 2020
AC007690.1	TRUE	Vujkovic 2020
AC074117.13	TRUE	Vujkovic 2020
AC145343.2	TRUE	Vujkovic 2020
AD000092.3	TRUE	Vujkovic 2020
AF186192.5	TRUE	Vujkovic 2020
AGPAT1	TRUE	Vujkovic 2020
AGPAT6	TRUE	Vujkovic 2020
AIF1	TRUE	Vujkovic 2020
AKTIP	TRUE	Vujkovic 2020
AL139147.1	TRUE	Vujkovic 2020
ALG1L11P	TRUE	Vujkovic 2020
ALG1L13P	TRUE	Vujkovic 2020
ANK1	TRUE	Vujkovic 2020
ANPEP	TRUE	Vujkovic 2020
AP006285.6	TRUE	Vujkovic 2020
ARFRP1	TRUE	Vujkovic 2020
ARHGAP19	TRUE	Vujkovic 2020
ARL6IP4	TRUE	Vujkovic 2020
ASIP	TRUE	Vujkovic 2020
ATF6B	TRUE	Vujkovic 2020
ATP13A1	TRUE	Vujkovic 2020
ATP2A3	TRUE	Vujkovic 2020
ATP5G1	TRUE	Vujkovic 2020
AXIN1	TRUE	Vujkovic 2020
BHMT	TRUE	Vujkovic 2020
BLK	TRUE	Vujkovic 2020
BLOC1S3	TRUE	Vujkovic 2020
BMP8A	TRUE	Vujkovic 2020
BOP1	TRUE	Vujkovic 2020
C20orf201	TRUE	Vujkovic 2020
C4B	TRUE	Vujkovic 2020
C6orf25	TRUE	Vujkovic 2020
CALR	TRUE	Vujkovic 2020
CAMK1D	TRUE	Vujkovic 2020
CARD9	TRUE	Vujkovic 2020
CCDC67	TRUE	Vujkovic 2020
CCHCR1	TRUE	Vujkovic 2020
CCNE2	TRUE	Vujkovic 2020
CD101	TRUE	Vujkovic 2020
CDHR4	TRUE	Vujkovic 2020
CDK2AP1	TRUE	Vujkovic 2020
CDKN2B	TRUE	Vujkovic 2020
CDKN2C	TRUE	Vujkovic 2020
CENPE	TRUE	Vujkovic 2020
CENPW	TRUE	Vujkovic 2020
CLUAP1	TRUE	Vujkovic 2020
CTA-398F10.2	TRUE	Vujkovic 2020
CTD-3232M19.2	TRUE	Vujkovic 2020
CWF19L1	TRUE	Vujkovic 2020
CYP21A2	TRUE	Vujkovic 2020
DCAF16	TRUE	Vujkovic 2020
DCAF7	TRUE	Vujkovic 2020
DENND1A	TRUE	Vujkovic 2020
DMGDH	TRUE	Vujkovic 2020
DMWD	TRUE	Vujkovic 2020
DNLZ	TRUE	Vujkovic 2020
DPY19L2P2	TRUE	Vujkovic 2020
DRG2	TRUE	Vujkovic 2020
DSTYK	TRUE	Vujkovic 2020
EHMT2	TRUE	Vujkovic 2020
EIF2S2P3	TRUE	Vujkovic 2020
EIF3C	TRUE	Vujkovic 2020
EIF3KP1	TRUE	Vujkovic 2020
ENPP7P12	TRUE	Vujkovic 2020
ERI1	TRUE	Vujkovic 2020
F2	TRUE	Vujkovic 2020
FADS1	TRUE	Vujkovic 2020
FAM101A	TRUE	Vujkovic 2020
FAM86B2	TRUE	Vujkovic 2020
FAM86B3P	TRUE	Vujkovic 2020
FAM90A25P	TRUE	Vujkovic 2020
FAM90A2P	TRUE	Vujkovic 2020
FARSA	TRUE	Vujkovic 2020
FBXL20	TRUE	Vujkovic 2020
FBXL22	TRUE	Vujkovic 2020
FDPS	TRUE	Vujkovic 2020
FIBP	TRUE	Vujkovic 2020
FRAT1	TRUE	Vujkovic 2020
FRYL	TRUE	Vujkovic 2020
GATAD2A	TRUE	Vujkovic 2020
GBA	TRUE	Vujkovic 2020
GBAP1	TRUE	Vujkovic 2020
GPN1	TRUE	Vujkovic 2020
H1FNT	TRUE	Vujkovic 2020
HCG27	TRUE	Vujkovic 2020
HCN3	TRUE	Vujkovic 2020
HHEX	TRUE	Vujkovic 2020
HIATL1	TRUE	Vujkovic 2020
HLA-B	TRUE	Vujkovic 2020
HLA-DQA1	TRUE	Vujkovic 2020
HLA-DQB1	TRUE	Vujkovic 2020
HLA-DQB2	TRUE	Vujkovic 2020
HLA-DRB1	TRUE	Vujkovic 2020
HLA-DRB5	TRUE	Vujkovic 2020
HLA-DRB9	TRUE	Vujkovic 2020
HMGA2	TRUE	Vujkovic 2020
HMGN2P19	TRUE	Vujkovic 2020
HOOK2	TRUE	Vujkovic 2020
HSPA1L	TRUE	Vujkovic 2020
IMP3	TRUE	Vujkovic 2020
INPP5E	TRUE	Vujkovic 2020
ITGB6	TRUE	Vujkovic 2020
ITPKA	TRUE	Vujkovic 2020
KCTD13	TRUE	Vujkovic 2020
KIAA0754	TRUE	Vujkovic 2020
KM-PA-2	TRUE	Vujkovic 2020
KRT8P46	TRUE	Vujkovic 2020
KRTCAP3	TRUE	Vujkovic 2020
LIME1	TRUE	Vujkovic 2020
LINC00674	TRUE	Vujkovic 2020
LRRC14	TRUE	Vujkovic 2020
LRRC37A15P	TRUE	Vujkovic 2020
LRRC37A16P	TRUE	Vujkovic 2020
MAN2C1	TRUE	Vujkovic 2020
MANBA	TRUE	Vujkovic 2020
MAPK3	TRUE	Vujkovic 2020
MAPKBP1	TRUE	Vujkovic 2020
MAU2	TRUE	Vujkovic 2020
MRPS35	TRUE	Vujkovic 2020
MTMR9	TRUE	Vujkovic 2020
MYBL2	TRUE	Vujkovic 2020
MYO15A	TRUE	Vujkovic 2020
NCR3LG1	TRUE	Vujkovic 2020
NDUFAF6	TRUE	Vujkovic 2020
NEAT1	TRUE	Vujkovic 2020
NOTCH4	TRUE	Vujkovic 2020
NPC1	TRUE	Vujkovic 2020
NPIPP1	TRUE	Vujkovic 2020
NRBP1	TRUE	Vujkovic 2020
NUCB2	TRUE	Vujkovic 2020
NUP133	TRUE	Vujkovic 2020
OPRL1	TRUE	Vujkovic 2020
OSER1	TRUE	Vujkovic 2020
OXCT2	TRUE	Vujkovic 2020
OXCT2P1	TRUE	Vujkovic 2020
PABPC4	TRUE	Vujkovic 2020
PDCD4	TRUE	Vujkovic 2020
PDE2A	TRUE	Vujkovic 2020
PEAK1	TRUE	Vujkovic 2020
PGAP3	TRUE	Vujkovic 2020
PIK3C2A	TRUE	Vujkovic 2020
PLA2G4B	TRUE	Vujkovic 2020
PLEKHA3	TRUE	Vujkovic 2020
PNMT	TRUE	Vujkovic 2020
POC5	TRUE	Vujkovic 2020
POLR2J3	TRUE	Vujkovic 2020
PPM1G	TRUE	Vujkovic 2020
PPP2R3A	TRUE	Vujkovic 2020
PRRC2A	TRUE	Vujkovic 2020
PRRT1	TRUE	Vujkovic 2020
PSMC5	TRUE	Vujkovic 2020
RBL2	TRUE	Vujkovic 2020
RBM43	TRUE	Vujkovic 2020
RCCD1	TRUE	Vujkovic 2020
RGS19	TRUE	Vujkovic 2020
RNASEH2C	TRUE	Vujkovic 2020
RNF123	TRUE	Vujkovic 2020
RP11-10L12.1	TRUE	Vujkovic 2020
RP11-10L12.2	TRUE	Vujkovic 2020
RP11-169D4.1	TRUE	Vujkovic 2020
RP11-307C19.1	TRUE	Vujkovic 2020
RP11-351I21.6	TRUE	Vujkovic 2020
RP11-351I21.7	TRUE	Vujkovic 2020
RP11-370I10.4	TRUE	Vujkovic 2020
RP11-395N3.2	TRUE	Vujkovic 2020
RP11-401L13.5	TRUE	Vujkovic 2020
RP11-419I17.1	TRUE	Vujkovic 2020
RP11-474C8.4	TRUE	Vujkovic 2020
RP11-481A20.10	TRUE	Vujkovic 2020
RP11-481A20.11	TRUE	Vujkovic 2020
RP11-493E3.1	TRUE	Vujkovic 2020
RP11-62H7.2	TRUE	Vujkovic 2020
RP11-690G19.3	TRUE	Vujkovic 2020
RP11-834C11.4	TRUE	Vujkovic 2020
RP11-95M15.1	TRUE	Vujkovic 2020
RP1L1	TRUE	Vujkovic 2020
RPAP1	TRUE	Vujkovic 2020
RPL8	TRUE	Vujkovic 2020
RPS12P26	TRUE	Vujkovic 2020
RPS6KC1	TRUE	Vujkovic 2020
SDCCAG3	TRUE	Vujkovic 2020
SEC16A	TRUE	Vujkovic 2020
SETD8	TRUE	Vujkovic 2020
SFMBT1	TRUE	Vujkovic 2020
SGK223	TRUE	Vujkovic 2020
SH3GL1P3	TRUE	Vujkovic 2020
SHOC2	TRUE	Vujkovic 2020
SIPA1	TRUE	Vujkovic 2020
SLC35G5	TRUE	Vujkovic 2020
SLC36A4	TRUE	Vujkovic 2020
SLC39A13	TRUE	Vujkovic 2020
SLC39A4	TRUE	Vujkovic 2020
SLC3A1	TRUE	Vujkovic 2020
SNF8	TRUE	Vujkovic 2020
SNRPD2	TRUE	Vujkovic 2020
SNUPN	TRUE	Vujkovic 2020
SNX17	TRUE	Vujkovic 2020
SNX32	TRUE	Vujkovic 2020
SPNS2	TRUE	Vujkovic 2020
SPPL3	TRUE	Vujkovic 2020
SREBF1	TRUE	Vujkovic 2020
STARD10	TRUE	Vujkovic 2020
STK19	TRUE	Vujkovic 2020
SYCE2	TRUE	Vujkovic 2020
TCF19	TRUE	Vujkovic 2020
THAP3	TRUE	Vujkovic 2020
THOC7	TRUE	Vujkovic 2020
TMEM258	TRUE	Vujkovic 2020
TNFAIP6	TRUE	Vujkovic 2020
TNXA	TRUE	Vujkovic 2020
TOM1L2	TRUE	Vujkovic 2020
TP53INP1	TRUE	Vujkovic 2020
TTLL6	TRUE	Vujkovic 2020
TUBG2	TRUE	Vujkovic 2020
TUFM	TRUE	Vujkovic 2020
TYRO3	TRUE	Vujkovic 2020
UBE2D3	TRUE	Vujkovic 2020
VPS33B	TRUE	Vujkovic 2020
XKR6	TRUE	Vujkovic 2020
XXbac-BPG299F13.14	TRUE	Vujkovic 2020
YPEL3	TRUE	Vujkovic 2020
ZNF34	TRUE	Vujkovic 2020
ZNF513	TRUE	Vujkovic 2020
ZNHIT3	TRUE	Vujkovic 2020
PATJ	TRUE	Suzuki 2023
ADGRL2	TRUE	Suzuki 2023
COL11A1	TRUE	Suzuki 2023
CSF1	TRUE	Suzuki 2023
TENT5C	TRUE	Suzuki 2023
ABL2	TRUE	Suzuki 2023
TSEN15	TRUE	Suzuki 2023
NR5A2	TRUE	Suzuki 2023
RAB29	TRUE	Suzuki 2023
ZC3H11B	TRUE	Suzuki 2023
CDC42BPA	TRUE	Suzuki 2023
TMEM18	TRUE	Suzuki 2023
SOX11	TRUE	Suzuki 2023
FAM49A	TRUE	Suzuki 2023
ZFP36L2	TRUE	Suzuki 2023
CAMKMT	TRUE	Suzuki 2023
SIX3	TRUE	Suzuki 2023
BCL11A	TRUE	Suzuki 2023
SPRED2	TRUE	Suzuki 2023
POU3F3	TRUE	Suzuki 2023
GLI2	TRUE	Suzuki 2023
ZEB2	TRUE	Suzuki 2023
PRPF40A	TRUE	Suzuki 2023
SPC25	TRUE	Suzuki 2023
CIR1	TRUE	Suzuki 2023
UBE2E3	TRUE	Suzuki 2023
PARD3B	TRUE	Suzuki 2023
IKZF2	TRUE	Suzuki 2023
TNS1	TRUE	Suzuki 2023
IRS1	TRUE	Suzuki 2023
CAND2	TRUE	Suzuki 2023
PTH1R	TRUE	Suzuki 2023
SLMAP	TRUE	Suzuki 2023
ADAMTS9	TRUE	Suzuki 2023
FOXP1	TRUE	Suzuki 2023
EPHA3	TRUE	Suzuki 2023
TSC22D2	TRUE	Suzuki 2023
FNDC3B	TRUE	Suzuki 2023
ETV5	TRUE	Suzuki 2023
